title,synthetic_review,review_rating
"ALPHA LION Superhuman Pre Workout Powder, Beta Alanine, L-Taurine & Tri-Source Caffeine for Sustained Energy & Focus, Nitric Oxide & Citrulline for Pump (21 Servings, Grapezilla)","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.96s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"USDA Organic Chlorella Spirulina Capsules - Green Superfoods for Heart Support, Natural Energy & Glucose Control - Plant Vitamins & Powerful Antioxidants (120 Capsules)","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.95s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"Rite Aid Alcohol Prep Pads, Isopropyl Alcohol 70% - 100 Count","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.956s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"Anti Vibration Pads, Anti-walk Silent Feet, Pack of 8","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.955s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"Rubber Hot Water Bottles with Cover, Natural Rubber, 2 Liter Water Bag with Knitted Cover, Great for Pain Relief, Hot and Cold Therapy","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.953s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
Flintstones Chewable Tablets Plus Immunity Support 60 Tablets (Pack of 2),"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.935s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
Personal Mini Wand Massager - Small Cordless Waterproof Handheld Massagers - Body Hand Neck Foot Massage,"This personal mini wand massager is a game-changer for relaxation and self-care. It's easy to use, gentle on the skin, and provides a soothing massage experience.",4
Moringa Oil 4 floz in Glass Bottle,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.828s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"Aromatherapy Essential Oil Diffuser Ultrasonic Cool Mist Humidifier with Timer and 7 Color LED Waterless Auto Shut-off, 300ml Light Wood Grain by MIU COLOR","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.835s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"lomitech Lavender Neck Wrap,Vibrating Travel Pillow Neck Massage Pad,Lavender Soothing Aromatherapy,2.2LB Weighted Comfort for Pain Relief,Battery Powered,Perfect for Holiday Gift","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.825s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
Original Bamboo Back Scratcher,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.814s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"EAONE D9X Plus Electric Wheelchair, Portable Power Wheelchair, All Terrain, Dual 500W Motors, Folding Lightweight Motorized Electric Wheelchair (21.5 '' Seat Width)","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.808s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"FRK Precision Digital Body Weight Bathroom Scale, with Tempered Glass Platform, Slim Design and Smart Step-on Technology, Batteries Included, 2 Year Warranty","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.794s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
Vinco - Glukokine 60 tabs,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.781s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"Pink Doctor Developed Wrist Support | Copper Lined Brace adjustable Strap - Doctor Handbook | Compression Wrist Brace for Arthritis, Carpal Tunnel, Treat Joint Pain | Hand Support for Sports Injury","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.738999999s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
MSC281241 - Protection Plus Disposable Underpads,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.726s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"Vivonex Plus Nutritional Supplement ( VIVONEX PLUS, 2.8 OZ PACKETS ) 36 Each / Case","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.722s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"FitPro Adjustable Stabilizing Ankle Brace with Removable Insert, X-Large, Amazon Exclusive Brand","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.687s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"Terrasoul Superfoods Organic Raw Maca Powder, 5 Lbs - Premium Quality | to Support Increased Stamina & Energy","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.661s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
Source Naturals Zychrome 400 mcg Supports Normal Blood Glucose Levels - 60 Tablets,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.657s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"Welnove Pack of 12 Bunion Corrector, Toe Separators with 2 Loops, Big Toe Spacer Suitable for Bunion and Overlapping Toe (Black)","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.642s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"CollagenC - Premium Collagen peptides Hydrolysate formula with Vitamin C - Nutritional Supplement with Vitamin C - Skin, Nails & Hair Rejuvenation, Supports Bone, Muscle Health - 120 Capsules","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.642s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"Journey Bar Nutrition Bars, Hickory Barbecue, 1.76 Ounce (Pack of 12)","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.634s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
Immune Boost,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.623s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"Solgar L-Ornithine Vegetable Capsules, 500 mg, 100 Count","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.604s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
Fresh Ivory Shea Butter (10 LBS) Raw & Unprocessed,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.603s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
Clever Choice ComfortEZ Insulin Pen Needles 31G 6mm 100/bx,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.597s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
Tacco Deluxe Insole Women's Size (8),"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.547s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"Standard Process OPC Synergy - Whole Foods Cognitive Health, Brain Health and Brain Support, Eye Support and Eye Health with Bilberry, Grape Seed Extract, Green Tea Powder, and More - 40 Capsules","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.54s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
Buckwheat Cervical Roll Pillow,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.518s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
Quali Patch - Cold Pain Relief Patch - 10 Pack - 2 sheets per pack,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.511s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
Davinci Laboratories DL-Phenylalanine - 750 mg - 60 Vegetarian Capsules,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.509s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"Walker Footpiece Extension Set, Qty 1","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.506s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"mi nature Punarnava Powder (Boerhavia diffusa) | 227g(8oz) (1/2lb) | 100% Natural and Pure |Herb for Improving Digestion, Liver aid, Healthy Kidney Function | Diuretic | Vata and kapha Balancing","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.460999999s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
Phosphatidylserine 500mg 180 Vegetarian Capsules | Soy Free Non GMO Made in USA | Nootropic Brain Supplement | Natural Memory Ultimate | PS Pure Complex 500 mg Powder Pill,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.428s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
elegantstunning Convenient Tool LED Flashlight Ear Cleaner Earwax Remover Earpick Curette,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.42s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
Looney Tunes Baby Tweety Brush & Comb,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.42s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
Top Plaza 7 Chakra Healing Crystal Thumb Worry Stone Oval Pocket Palm Gemstones for Anxiety Therapy Geometry Chakra Reiki Balancing 2.6 Inches,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.411s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"Yum-V's Complete Multivitamin and Multimineral for Adults Jellies, Raspberry, 2x60 Count","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.404s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"Superior Labs - Best Chromium Picolinate NonGMO - 500 mcg, 120 Vegetable Capsules Supports Healthy Glucose Levels – Reduce Appetite – Promotes Healthy Weight","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.401s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"Nano-Ionic Potassium; Liquid Nano Particle Size Potassium concentrate for fast efficient absorption, enhances the transmission of nerve impulses and maintaining a regular heart rhythm.","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.4s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"Good Life Balance Premium Quality Calcium - Magnesium with Vitamin D and Zinc for Bone Health and Heart Support, Cal/Mag/Zinc + D3, 120 Softgel","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.367s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
Crazy Girl Pheromone Shimmery Diva Dust - .5 oz,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.338s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"CHARMKING 3 Pairs Open Toe Compression Socks for Women & Men Circulation 15-20 mmHg is Best for All Day Wear Running Nurse (Multi 12, S/M)","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.329s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"Aboval 2 Pcs Professional Large Massage Stones Natural Green Jade Hot Cold Stone for Spa, Massage Therapy (3.14 x 2.36 in)","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.293s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
Hearing Aid Tubes - Size #13 Preformed BTE Earmold Tubing - (Pack of 6) 3.5 x 2mm with Gold Tube Lock Replacement Tube - Flexible Medium Wall Tubes Compatible with Most Hearing Aid Brands,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.285s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"Weekly Pill Organizer Case, Quilted Floral Cotton Zipper Pill Case with 7 Day Vitamin Supplement Box, AM PM Pill Box 2 Times a Day for Vitamin Fish Oil (Black)","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.278s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"Staunch L-Arginine L-Citrulline 750mg, 180 Capsules - 500 MG / 250 MG L-Arginine L-Citrulline Complex","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.265s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
LinnaLove Heart Link Stainless Steel Interchangeable Medical Alert Bracelet,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.229s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
BESTOYARD 1 Pair Mallet Overlapping 3-Toe Straightener,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.169s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
Mateminc Insulin Cooler Cooling Bottle Bi-Medicine cooler flask can keep 4℃ for about 36 hours under ambient 40℃,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 1.122s. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
FLA Epi-Sport Epi Clasp for Tennis Elbow - Medium,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 988ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
Ludens Wild Cherry Bag Size 30ct Ludens Wild Cherry Bag 30ct,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 984ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
Homedics Percussion Massager with 3 massage attachments,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 968ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
Pedifix Arch Cradles,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 935ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
Pea Protein Powder - 5 Pound - Bulk Pure Supplement (Unflavored) – Mettle Pea Protein Isolate,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 929ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
PESOENTH Tree of Life Amethyst Crystal Necklace Women Natural Purple Gemstone Quartz Stone Healing Point Silver Wire Wrapped Necklace Jewelry for Men Gifts,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 923ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"Franklin Brass VOI5912-BS Voisin Decorative ADA Bathroom Shower Safety Grip/Grab Bar, 12"" x 1-1/4 in","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 917.999999ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
Bath & Body Works Wallflowers Fragrance Refill Bulb Veranda Garden,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 915.999999ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
BLITZU Elbow Brace for Tennis & Golfer's Elbow Pain Relief. Counterforce Brace with 3D Compression Pad.,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 907.999999ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"Atrantil Travel Pack (20 Count): Bloating, Abdominal Discomfort, and Change in Bowel Habits","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 903ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"LABRADA NUTRITION Power Carb Gametime Karbolyn, Unflavored, 2.2 Pound","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 867ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"Orasana® Probiotic Mints, Vegan Probiotic for Oral Health, All Natural Chewable Probiotic","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 828ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
Easy Comfort LC-362 Lift Chair Fabric: Artic Blue,"Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 794.999999ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
"NaturalCare Super Strength SinuFix Nasal Decongestant Mist, .5-Ounce Bottles (Pack of 2)","Error code: 429 - {'error': {'message': 'Rate limit reached for model `llama3-8b-8192` in organization `org_01j9ehmr5kedavvvkx2kr09k5p` on requests per minute (RPM): Limit 30, Used 30, Requested 1. Please try again in 740ms. Visit https://console.groq.com/docs/rate-limits for more information.', 'type': 'requests', 'code': 'rate_limit_exceeded'}}",0
